id	token	frequency
10773	মিসর	1446
10774	ট্যুর	1445
10775	বিদ্যালয়টির	1445
10776	মাত্রই	1445
10777	সাউন্ড	1445
10778	উদয়	1444
10779	জাগিয়ে	1444
10780	টসে	1444
10781	দুটিই	1444
10782	পদার্থবিজ্ঞানী	1444
10783	ফ্যামিলি	1444
10784	ব্যাডমিন্টন	1444
10785	হিস্ট্রি	1444
10786	কবিরের	1443
10787	বুড়িগঙ্গা	1443
10788	রূপের	1443
10789	অবাধে	1442
10790	উইং	1442
10791	উপজাতির	1442
10792	গোপালপুর	1442
10793	পদত্যাগপত্র	1442
10794	ফতুল্লা	1442
10795	অবমুক্ত	1441
10796	ছবিও	1441
10797	ঠাকুরগাঁওয়ের	1441
10798	ফজল	1441
10799	অবিচ্ছেদ্য	1440
10800	ওড়না	1440
10801	কাম্য	1440
10802	দলটিকে	1440
10803	পাদদেশে	1440
10804	ফরেনসিক	1440
10805	যক্ষ্মা	1440
10806	রকমই	1440
10807	রিকশার	1440
10808	হিন্দুস্তান	1440
10809	হুট	1440
10810	অঞ্চলকে	1439
10811	আমু	1439
10812	কোল	1439
10813	ঘটা	1439
10814	পাঠাগার	1439
10815	রিয়েলিটি	1439
10816	ইনচার্জ	1438
10817	প্রতিপাদ্য	1438
10818	বহুনির্বাচনি	1438
10819	যেমনঃ	1438
10820	লেবু	1438
10821	আবাস	1437
10822	খাইবার	1437
10823	জেলাটি	1437
10824	পুনর্গঠনের	1437
10825	এক্সচেঞ্জে	1436
10826	দমনের	1436
10827	দিনাজপুরে	1436
10828	প্রাসাদের	1436
10829	যাত্রায়	1436
10830	খোসা	1435
10831	উপন্যাসটি	1434
10832	ওয়াদুদ	1434
10833	কালভার্ট	1434
10834	ক্রিশ্চিয়ান	1434
10835	নিউট্রন	1434
10836	পর্বতমালার	1434
10837	গুজরাট	1433
10838	দলগুলোকে	1433
10839	পদ্ধতিটি	1433
10840	পিসিবি	1433
10841	সুফিয়ান	1433
10842	সুরাহা	1433
10843	ইউনিভার্সিটিতে	1432
10844	কেশবপুর	1432
10845	তোফাজ্জল	1432
10846	ভারতী	1430
10847	ক্রীড়াবিদ	1429
10848	জড়িতদের	1429
10849	নেতৃস্থানীয়	1429
10850	অচিরেই	1428
10851	ঘটার	1428
10852	আত্মজীবনী	1427
10853	কাজকে	1427
10854	তাদেরই	1427
10855	মদিনায়	1427
10856	লাস	1427
10857	অর্থনৈতিকভাবে	1426
10858	কতগুলো	1426
10859	তাণ্ডব	1426
10860	বস্তি	1426
10861	বাঁশখালী	1426
10862	বিডি	1426
10863	মণ্ডলের	1426
10864	মনোজ	1426
10865	মারি	1426
10866	ইন্ডাস্ট্রি	1425
10867	ইভান	1425
10868	উদ্ভাবিত	1425
10869	ককটেলের	1425
10870	গণমাধ্যমকে	1425
10871	নাইন	1425
10872	অনুবাদক	1424
10873	ওয়াচ	1424
10874	ওয়াটসন	1424
10875	বায়েজিদ	1424
10876	বার্ষিকী	1424
10877	মজবুত	1424
10878	আবেদিন	1423
10879	ঢোকে	1423
10880	অমানবিক	1422
10881	আয়ন	1422
10882	ওঠানো	1422
10883	পরিবেশনের	1422
10884	মর্যাদায়	1422
10885	সন্তোষজনক	1422
10886	সম্পর্কযুক্ত	1422
10887	সাবধান	1422
10888	বাঁচার	1421
10889	ম্যাচই	1421
10890	ইন্সপেক্টর	1420
10891	গিয়েই	1420
10892	চশমা	1420
10893	সালেই	1420
10894	হায়দ্রাবাদ	1420
10895	অপ্রয়োজনীয়	1419
10896	আবহ	1419
10897	কর্ণাটকের	1419
10898	তিনে	1419
10899	দ্বিমত	1419
10900	মুদ্রায়	1419
10901	র‌্যাঙ্কিংয়ে	1419
10902	শূন্যতা	1419
10903	সমাদৃত	1419
10904	স্মার্টফোনে	1419
10905	অ্যাংলো	1418
10906	ইয়ুথ	1418
10907	একদমই	1418
10908	খেললে	1418
10909	ত্যাগের	1418
10910	ধারণাকে	1418
10911	নয়তো	1418
10912	প্রক্রিয়াকে	1418
10913	ব্যবস্থাকে	1418
10914	যথার্থ	1418
10915	ওয়ানডের	1417
10916	কলাবাগান	1417
10917	জেন্ডার	1417
10918	ত্বকী	1417
10919	প্রেরিত	1417
10920	আলেম	1416
10921	বন্দি	1416
10922	বুদ্ধিমান	1416
10923	মিলনের	1416
10924	সিংহাসন	1416
10925	সিদ্ধান্তকে	1416
10926	তাইজুল	1415
10927	দেশজ	1414
10928	প্ল্যাটফর্মে	1414
10929	মাল্টিমিডিয়া	1414
10930	সমবেদনা	1414
10931	হাজারেরও	1414
10932	অপ্রীতিকর	1413
10933	চাইলেই	1413
10934	রিকশায়	1413
10935	আমেনা	1412
10936	উপনীত	1412
10937	জিতবে	1412
10938	নাৎসি	1412
10939	নেমেছিলেন	1412
10940	পরিবেশক	1412
10941	প্রেসিডেন্সি	1412
10942	মোস্তাক	1412
10943	চোরাচালান	1411
10944	দ্রাবিড়	1411
10945	ফাইবার	1411
10946	ব্লগ	1411
10947	ইনস্যুরেন্স	1410
10948	গুড়	1410
10949	পালি	1410
10950	প্রাণবন্ত	1410
10951	প্রাসাদে	1410
10952	বিমানবন্দরটি	1410
10953	স্থাপনে	1410
10954	হাসির	1410
10955	ইন্টারন্যাশনালের	1409
10956	কাশিমপুর	1409
10957	জিতল	1409
10958	তাড়িয়ে	1409
10959	দিনটা	1409
10960	বিরাজমান	1409
10961	সাইড	1409
10962	ক্লিনিকের	1408
10963	জাগ্রত	1408
10964	শোনেন	1408
10965	অধিগ্রহণের	1407
10966	শাহাবুদ্দিন	1407
10967	সংশ্লিষ্টতা	1407
10968	সিগন্যাল	1407
10969	এড়ানো	1406
10970	এমনি	1406
10971	কাজকর্ম	1406
10972	পোকা	1406
10973	সমালোচনামূলক	1406
10974	কনের	1405
10975	কাশ্মীরে	1405
10976	চেয়ারে	1405
10977	পাটুরিয়া	1405
10978	প্রস্তুতকারক	1405
10979	মধ্যপ্রদেশ	1405
10980	শামসুদ্দিন	1405
10981	কলাপাড়া	1404
10982	গীত	1404
10983	পরাস্ত	1404
10984	মামলাটির	1404
10985	সকারবেসে	1404
10986	সম্প্রদায়কে	1404
10987	সেলিমের	1404
10988	অর্ধেকের	1403
10989	আন্দোলনকারী	1403
10990	কিস্তি	1403
10991	ক্লাসিক	1403
10992	বেশিই	1403
10993	হরিয়ানা	1403
10994	দ্বিতীয়টি	1402
10995	নেশা	1402
10996	সিনহার	1402
10997	কালা	1401
10998	বঙ্গবন্ধুকে	1401
10999	ভারতীয়দের	1401
11000	রটেন	1401
11001	লবণের	1401
11002	সম্মিলিতভাবে	1401
11003	স্যামসাংয়ের	1401
11004	কায়দায়	1400
11005	চার্টার্ড	1400
11006	জুরি	1400
11007	ফ্র্যাঞ্চাইজি	1400
11008	ভাবার	1400
11009	মালবাহী	1400
11010	এক্সিকিউটিভ	1399
11011	গেমে	1399
11012	সার্বজনীন	1399
11013	স্কাই	1399
11014	নথিতে	1398
11015	নব	1398
11016	লেখো	1398
11017	আত্মীয়ের	1397
11018	বাড়লে	1397
11019	সাবমেরিন	1397
11020	সুখবর	1397
11021	অর্থোডক্স	1396
11022	ফাঁদ	1396
11023	বিটা	1396
11024	উত্তরপ্রদেশ	1395
11025	কাশি	1395
11026	জান্নাত	1395
11027	মারিও	1395
11028	ইন্সটিটিউট	1394
11029	উত্তরায়	1394
11030	ডিলার	1394
11031	পরিচ্ছন্নতা	1394
11032	পুরু	1394
11033	পেনশন	1394
11034	বাগমারা	1394
11035	মহাকাশে	1394
11036	মাঠেই	1394
11037	মার্বেল	1394
11038	যন্ত্রে	1394
11039	সুযোগটা	1394
11040	সেশন	1394
11041	অস্থিরতার	1393
11042	দায়েরের	1393
11043	শর্করা	1393
11044	শাবনূর	1393
11045	অর্গানাইজেশন	1392
11046	অস্ত্রসহ	1392
11047	আগ্রাবাদ	1392
11048	কলেজিয়েট	1392
11049	ড্রাগন	1392
11050	বসেছেন	1392
11051	ব্যাঙ্ক	1392
11052	অপেক্ষমাণ	1391
11053	চাঙা	1391
11054	নামটা	1391
11055	ভঙ্গিতে	1391
11056	সোফি	1391
11057	তালেবানের	1390
11058	পুষ্পস্তবক	1390
11059	বিধ্বংসী	1390
11060	ব্রেন্ডন	1390
11061	ভোররাতে	1390
11062	অতিষ্ঠ	1389
11063	ইজতেমা	1389
11064	কমিউনিকেশন	1389
11065	পুরস্কারটি	1389
11066	সমস্যাগুলো	1389
11067	স্ট্রাইক	1389
11068	স্বত্ব	1389
11069	কৃষ্ণা	1388
11070	মতই	1388
11071	পদার্থবিজ্ঞানের	1387
11072	বদলাতে	1387
11073	মাদারীপুরের	1387
11074	অন্বেষণ	1386
11075	উপাধ্যক্ষ	1386
11076	ক্যানসারে	1386
11077	মোগল	1386
11078	সীমান্তরক্ষী	1386
11079	কৌতূহল	1385
11080	ক্লাসের	1385
11081	চুয়াডাঙ্গার	1385
11082	দ্রুতগতিতে	1385
11083	বক্সিং	1385
11084	মনু	1385
11085	মোকাবিলার	1385
11086	রহিমা	1385
11087	ভাষাকে	1384
11088	শ্রমিককে	1384
11089	সার্বভৌমত্ব	1384
11090	হাদীস	1384
11091	হ্রাসের	1384
11092	আপেল	1383
11093	জয়টা	1383
11094	ডিজাইনের	1383
11095	সদৃশ	1383
11096	সনদের	1383
11097	অ্যাপস	1382
11098	ডানপন্থী	1382
11099	তরঙ্গের	1382
11100	তৃতীয়বারের	1382
11101	ফাইন্যান্স	1382
11102	ফারুকের	1382
11103	বিষয়কে	1382
11104	রেফারির	1382
11105	স্বাস্থ্যকর	1382
11106	হেলমেট	1382
11107	কণ্ঠস্বর	1381
11108	জন্মে	1381
11109	মেশানো	1381
11110	হলাম	1381
11111	হেফাজতের	1381
11112	আমরাই	1380
11113	জিএসপি	1380
11114	তথ্যসূত্র	1380
11115	লেবানন	1380
11116	সেতুটির	1380
11117	দরবারে	1379
11118	দেশেও	1379
11119	ফিরোজা	1379
11120	বিবেক	1379
11121	জায়গাটা	1378
11122	অস্ট্রিয়ার	1377
11123	এমনও	1377
11124	নীতিতে	1377
11125	প্রাক্	1377
11126	বসন্তের	1377
11127	স্তন	1377
11128	হুয়াওয়ে	1377
11129	আন্ডার	1376
11130	গুহা	1376
11131	বসেছিল	1376
11132	ভুগছিলেন	1376
11133	অশ্বিন	1375
11134	চিকেন	1375
11135	ছিনতাইকারী	1375
11136	জার্সির	1375
11137	নির্বাহ	1375
11138	ফিল	1375
11139	বুট	1375
11140	বেদনা	1375
11141	মদন	1375
11142	সপ্তদশ	1375
11143	কারাদণ্ডের	1374
11144	জুভেন্টাসের	1374
11145	ঠিকভাবে	1374
11146	তরমুজ	1374
11147	ধরুন	1374
11148	নিরসনের	1374
11149	বলাই	1374
11150	মিছিলের	1374
11151	লিডার	1374
11152	সুযোগের	1374
11153	কলম্বো	1373
11154	টিআইবির	1373
11155	বিরোধীরা	1373
